MSN	m.0198jf	13	In addition to its original [[MSN|m.0198jf]] Dial-up service , [[Microsoft|m.04sv4]] has used the [[MSN|m.0198jf]] brand name for list of services by [[MSN|m.0198jf]] over the years , notably [[Hotmail|m.0288nsm]]  , [[Windows_Live_Messenger|m.08nvdr]]  , and its [[Web_search_engine|m.02wvbrv]]  , as well as list of services by [[MSN|m.0198jf]] .	Y
MSN	m.0198jf	3	The current website and suite of [[Mobile_app|m.0h94y36]] offered by [[MSN|m.0198jf]] was first introduced by [[Microsoft|m.04sv4]] in 2014 as part of a complete redesign and relaunch .	N
MSN	m.0198jf	3	[[Microsoft|m.04sv4]] 's original news website , msnbc.com  , which launched in 1996 , was also tied closely to the [[Internet|m.03rlt]] Start portal.	N
MSN	m.0198jf	3	In 1998 , the largely underutilized MSN.com domain name was combined with [[Microsoft|m.04sv4]] [[Internet|m.03rlt]] Start and reinvented as both a web portal and as the brand for a family of sites produced inside [[Microsoft|m.04sv4]] 's Interactive Media Group .	N
MSN	m.0198jf	2	[[Microsoft|m.04sv4]] said it would be more app-like due to the speed of [[Internet_Explorer_10|m.0gk_qly]] .	N
MSN	m.0198jf	4	[[MSN|m.0198jf]] for [[Windows_8|m.0gvswcc]] also had new deals with the [[Associated_Press|m.0cv_2]] and [[Reuters|m.0ps53]] .	Y
MSN	m.0198jf	3	Many of List of services by [[MSN|m.0198jf]] were reorganized in 2005 and 2006 under a new brand name that [[Microsoft|m.04sv4]] championed at the time , [[Windows_Live|m.08nvnv]] .	N
MSN	m.0198jf	2	This move was part of [[Microsoft|m.04sv4]] 's strategy to improve its online offerings using the [[Microsoft_Windows|m.04r_8]] brand name .	N
MSN	m.0198jf	2	The group of [[Windows_Live|m.08nvnv]] services used [[Web_2.0|m.05b058]] technology to offer features and functionality through a web browser that were traditionally only available through dedicated software programs .	N
MSN	m.0198jf	19	Some of the [[MSN|m.0198jf]] services affected by the rebranding included [[MSN_Hotmail|m.0288nsm]] , which became [[Windows_Live_Hotmail|m.0288nsm]]  ; [[MSN_Messenger|m.08nvdr]] , which became [[Windows_Live_Messenger|m.08nvdr]]  ; [[MSN_Search|m.0bx7rw]] , which became [[Live_Search|m.0bx7rw]]  ; [[MSN_Virtual_Earth|m.09crrb]] , which became [[Live_Search_Maps|m.09crrb]]  ; [[MSN_Spaces|m.0f3clj]] , which became [[Windows_Live_Spaces|m.0f3clj]] ; [[MSN_Alerts|m.0288nsm]] , which became [[Windows_Live_Alerts|m.0278fw4]] ; and [[MSN_Groups|m.04zqxd]] , which became [[Windows_Live_Groups|m.03cbwm6]] .	Y
MSN	m.0198jf	2	Following the launch of [[Windows_Live|m.08nvnv]] , the [[MSN|m.0198jf]] brand took on a different focus .	N
MSN	m.0198jf	3	[[MSN|m.0198jf]] became primarily an online content provider of news , entertainment , and common interest topics through its web portal , MSN.com , while [[Windows_Live|m.08nvnv]] provided most of [[Microsoft|m.04sv4]] 's online software and services .	N
MSN	m.0198jf	3	In 2012 , [[Microsoft|m.04sv4]] began to phase out the [[Windows_Live|m.08nvnv]] brand , referring to each service separately by its individual brand name without any [[Windows_8|m.0gvswcc]] prefix or association .	N
MSN	m.0198jf	3	[[Microsoft|m.04sv4]] launched a completely rewritten and redesigned [[MSN|m.0198jf]] website , making use of the company 's [[Metro_(design_language)|m.0cnzjlc]] , on September 30 , 2014 .	N
MSN	m.0198jf	2	The new [[MSN|m.0198jf]] portal features a new version of the logo that follows a style similar to other current [[Microsoft|m.04sv4]] products .	N
MSN	m.0198jf	3	Signing into [[MSN|m.0198jf]] with a [[Microsoft_account|m.068tcp]] allows for personalized content to appear and to be synchronized across devices on the website and in the [[MSN|m.0198jf]] .	N
MSN	m.0198jf	3	The redesign of the website led to the closure of [[MSN|m.0198jf]] 's longtime personalized home page service My [[MSN|m.0198jf]] ' , which was made up of customized [[RSS_feeds|m.0n5tx]] , as the new website no longer supports user-specified RSS content .	N
MSN	m.0198jf	1	With the 2014 relaunch , [[MSN|m.0198jf]] now supports responsive design and eliminates the need for a separate mobile website .	N
MSN	m.0198jf	1	The redesign of [[MSN|m.0198jf]] proved positive and helped increase traffic with an additional 10 million daily visitors after two months .	N
MSN	m.0198jf	1	Current suite of [[Mobile_app|m.0h94y36]] .	N
MSN	m.0198jf	8	Along with the 2014 redesign of the [[MSN|m.0198jf]] web portal , [[Microsoft|m.04sv4]] relaunched many of the [[Bing|m.0bx7rw]] [[Mobile_app|m.0h94y36]] that originally shipped with [[Windows_8|m.0gvswcc]] and [[Windows_Phone|m.09g6490]] as a suite of [[MSN|m.0198jf]] [[Mobile_app|m.0h94y36]] .	N
MSN	m.0198jf	3	In December 2014 , the new [[Mobile_app|m.0h94y36]] became available across all the other major mobile device platforms as well : iOS , [[Android_(operating_system)|m.02wxtgw]] , and [[Fire_OS|m.0xnf45q]] .	Y
MSN	m.0198jf	3	Each app brings a unified experience with the [[MSN|m.0198jf]] website and synchronizes preferences across devices ; for example , setting a list of stocks to watch on MSN.com will show the same data on the [[MSN|m.0198jf]] Money app on all devices where the user is signed in with a [[Microsoft_account|m.068tcp]] .	N
MSN	m.0198jf	6	Before the rebranding from [[Bing|m.0bx7rw]] to [[MSN|m.0198jf]] , the News , Weather , Sports , Money , and Travel [[Mobile_app|m.0h94y36]] first shipped with [[Windows_8|m.0gvswcc]] , while the Health & Fitness and Food & Drink [[Mobile_app|m.0h94y36]] first appeared in [[Windows_8.1|m.0zdkzv2]] .	N
MSN	m.0198jf	5	After its acquisition of [[Microsoft_Mobile|m.010f8k1s]] , [[Microsoft|m.04sv4]] also started bundling [[MSN|m.0198jf]] services with its [[Series_30+|m.012m5w0z]] , though currently the only supported model is the [[Nokia_215|m.012m5sw7]] .	N
MSN	m.0198jf	4	In addition to these [[Mobile_app|m.0h94y36]] , [[Microsoft|m.04sv4]] develops a [[MSN_China|m.09k4r7l]] specifically for [[MSN_China|m.09k4r7l]] .	N
MSN	m.0198jf	3	In July 2015 , [[Microsoft|m.04sv4]] announced the planned discontinuation of the Food & Drink , Health & Fitness , and Travel [[Mobile_app|m.0h94y36]] on all platforms , and that they will not be bundled with [[Windows_10|m.0120wbmx]] .	Y
MSN	m.0198jf	2	The [[MSN|m.0198jf]] Weather app  shows weather from a user 's current location or any other location worldwide , and it allows users to define their favorite places , which will synchronize back to the web portal and across devices .	N
MSN	m.0198jf	2	It also powers various predictive features within [[Microsoft|m.04sv4]] 's [[Microsoft_Cortana|m.0_x5sss]] virtual assistant .	N
MSN	m.0198jf	2	The [[MSN|m.0198jf]] Money app  allows users to set up lists of stocks to watch , follow certain corporations and receive stock updates , get the latest headlines regarding stock markets , view real-time trading figures with a 30-minute delay , track their own personal finances , calculate mortgages , get information on commodities and bond  , and use a currency converter .	N
MSN	m.0198jf	5	[[Microsoft|m.04sv4]] first offered content from its [[MSN|m.0198jf]] web portal on mobile devices in the early 2000s through a service it called Pocket [[MSN|m.0198jf]]  and later renamed [[MSN|m.0198jf]] Mobile ' .	N
MSN	m.0198jf	7	The original [[MSN|m.0198jf]] Mobile software was preloaded on many [[PDAs|m.05t02]] and cell phones and usually provided access to legacy [[MSN|m.0198jf]] services like [[Hotmail|m.0288nsm]] , [[MSN_Messenger|m.08nvdr]] , [[MSN_Spaces|m.0f3clj]] , and [[Bing|m.0bx7rw]] .	Y
Handley_Page	m.01999l	2	With the Second World War looming , [[Handley_Page|m.01999l]] turned back to bomber design and produced the [[Handley_Page_Hampden|m.02rfxn]] , which took part in the first British raid on Berlin .	N
Don_Norman	m.0199cb	2	[[Don_Norman|m.0199cb]] continued his work to further human centered design by serving on numerous university and government advisory boards such as the [[Defense_Advanced_Research_Projects_Agency|m.02gv2]] .	Y
Handley_Page	m.01999l	2	In 1947 [[Handley_Page|m.01999l]] bought some of the assets of the bankrupt [[Miles_Aircraft|m.02mc3k]] company .	N
Handley_Page	m.01999l	2	These assets include existing designs , tools and jigs , most notably for the [[Miles_M.52|m.01gxfz]] supersonic research aircraft , and the Miles [[Reading,_Berkshire|m.0b_yz]] site at Woodley .	N
Handley_Page	m.01999l	3	The whole operation was [[Handley_Page|m.01999l]]  Ltd the company constituted to buy and operate the assets formed out of the legally alive but otherwise inactive [[Handley_Page_Transport|m.02pxgrs]] Ltd. .	N
Elijah_McCoy	m.0199mw	1	[[Elijah_McCoy|m.0199mw]]  was an African Canadian-American inventor and engineer , who was notable for his 57 U.S. patents , most to do with lubrication of steam engines .	N
Elijah_McCoy	m.0199mw	2	Born free in Canada , [[Elijah_McCoy|m.0199mw]] returned as a five-year-old with his family to the United States in 1847 , where [[Elijah_McCoy|m.0199mw]] lived for the rest of his life and became a US citizen .	N
Elijah_McCoy	m.0199mw	1	[[Elijah_McCoy|m.0199mw]] married Ann Elizabeth Stewart in 1868 ; she died four years later .	N
Elijah_McCoy	m.0199mw	1	[[Elijah_McCoy|m.0199mw]] married for the second time in 1873 to Mary Eleanor Delaney .	N
Fingerprince	m.0f499nd	4	The 1995 Euro Ralph [[CD|m.01www]] reissue of [[Fingerprince|m.0f499nd]] kept the original track order from the vinyl , but included the complete [[Babyfingers|m.01k6w_2]] as a bonus 3 [[CD|m.01www]] with the album .	N
Chinook_Jargon	m.0198tr	4	In [[Oregon|m.05kj_]] , [[Chinook_Jargon|m.0198tr]] was widely used by Indians , trappers , [[Merchant|m.05798]] , employees of the Hudson 's Bay Company , missionaries , and pioneers who came across the [[Oregon|m.05kj_]] Trail from the 1830s-1870s .	Y
Modernity	m.019921	6	[[Niccolò_Machiavelli|m.05cvs]] in turn influenced [[Francis_Bacon|m.030dr]] , [[Marchamont_Needham|m.085bzv]] , [[James_Harrington_(author)|m.01s6l6]]  , [[John_Milton|m.0448r]] , [[David_Hume|m.026lj]] , and many others .	Y
Adana_Province	m.0199s4	6	The [[Provinces_of_Turkey|m.027dqr]] , geographically and as well as economically , is part of the [[Çukurova|m.0cdqbm]] region together with the [[Mersin_Province|m.09wnps]] , [[Osmaniye_Province|m.07rxw3]] and [[Hatay_Province|m.0244bz]] [[Provinces_of_Turkey|m.027dqr]] .	Y
Chinook_Jargon	m.0198tr	3	Though traditions of speaking [[Jargon|m.0d5rw]] faded away among the non-Native population , some of [[Oregon|m.05kj_]] 's tribal groups continued speaking [[Chinook_Jargon|m.0198tr]] , though usage was diminished .	N
Chinook_Jargon	m.0198tr	1	However , a strong revival occurred with the [[Confederated_Tribes_of_the_Grand_Ronde_Community_of_Oregon|m.08bwfb]] 's 2012 Chinuk Wawa dictionary .	N
Chinook_Jargon	m.0198tr	2	[[Nard_Jones|m.02w9hwk]] estimates that in pioneer times there were about 100,000 speakers of [[Chinook_Jargon|m.0198tr]] .	N
Chinook_Jargon	m.0198tr	3	Most books written in [[English_language|m.02h40lc]] still use the term [[Chinook_Jargon|m.0198tr]] , but some linguists working with the preservation of a creolized form of the language used in [[Grand_Ronde,_Oregon|m.0zfmm]] prefer the term Chinuk Wawa  .	N
Chinook_Jargon	m.0198tr	1	NB Wawa also means speech or words -- have a wawa means hold a parley even in idiomatic [[English_language|m.02h40lc]] today , and lelang also means the physical bodypart , the tongue .	N
Chinook_Jargon	m.0198tr	1	The name for the [[Jargon|m.0d5rw]] varied throughout the territory in which it was used .	N
Chinook_Jargon	m.0198tr	6	An art installation featuring [[Chinook_Jargon|m.0198tr]] , Welcome to the Land of Light by [[Henry_Tsang|m.04q8s8v]] , can be viewed on the [[Seawall_(Vancouver)|m.026_l7s]] along [[False_Creek|m.045_tp]] in downtown [[Vancouver|m.080h2]] , [[British_Columbia|m.015jr]] between Davie and Drake streets .	N
Chinook_Jargon	m.0198tr	3	For example : skokum hiyu in the [[Boston_Bar,_British_Columbia|m.090gc1]] - [[Lytton,_British_Columbia|m.04108x]] area of the [[Fraser_Canyon|m.064m65]] , or in many areas simply just the old trade language .	N
Chinook_Jargon	m.0198tr	1	Others believe that the [[Jargon|m.0d5rw]] was formed within the great cultural cauldron of the time of Contact , and can not be discussed separately from that context , with an appreciation for the full range of the Jargon-speaking community and its history .	N
Chinook_Jargon	m.0198tr	4	Many words are still used and enjoyed throughout [[Oregon|m.05kj_]] , [[Washington_(U.S._state)|m.081yw]] , [[British_Columbia|m.015jr]] , and [[Alaska|m.0hjy]] .	N
Antihero	m.0198nq	8	The [[Antihero|m.0198nq]] became prominent in early 20th century [[Existentialism|m.02m4t]] works such as [[Franz_Kafka|m.03f0324]] 's [[The_Metamorphosis|m.02y0x]]  , [[Jean-Paul_Sartre|m.045bg]] 's [[Nausea_(novel)|m.05281m]]   , and [[Albert_Camus|m.0lcx]] ' [[The_Stranger_(novel)|m.0cfvd]]   .	Y
Martin_Carthy	m.0199j6	6	[[Martin_Carthy|m.0199j6]] [[Order_of_the_British_Empire|m.01f2y9]]  is an English folk music singer and guitarist who has remained one of the most influential figures in British traditional music , inspiring contemporaries such as [[Bob_Dylan|m.01vrncs]] and [[Paul_Simon|m.0ddkf]] and later artists such as [[Richard_Thompson_(musician)|m.0180w8]] since [[Martin_Carthy|m.0199j6]] emerged as a young musician in the early days of the folk revival .	Y
Tiswas	m.0199sl	7	Semi-regulars were dwarf actor [[David_Rappaport|m.03f7s4]] who played characters such as Green Nigel '  and the Fonzie-like Shades , [[Emil_Wolk|m.03f1dcb]] and puppeteer [[Trevor_East|m.0bwgsyf]] [[Sally_James_(presenter)|m.091jz0]] with a giant parrot , presumably to fill the void left by [[Bob_Carolgees|m.0349m6]] .	Y
Tiswas	m.0199sl	4	[[Saturday_Stayback|m.0gdfhd]] received much less controversy than [[O.T.T.|m.091hy3]] , and also introduced new talent such as [[Phil_Cool|m.02y1hr]] and [[Tony_Slattery|m.02qv3l]] .	Y
Safari	m.0199b0	6	The [[Safari|m.0199b0]] was used in many adventure films such as the [[Tarzan|m.07lk3]] , [[Jungle_Jim|m.04143my]] , and [[Bomba_the_Jungle_Boy|m.02qj5pt]] film series up to [[The_Naked_Prey|m.0272kz_]]  where [[Cornel_Wilde|m.01380_]] , a white hunter , becomes game himself .	Y
Passacaglia	m.0199v5	16	[[Passacaglia|m.0199v5]] for lute have been composed by figures such as [[Alessandro_Piccinini|m.08r06_]] , G. H. [[Kapsberger|m.01tlkhx]] , [[Sylvius_Leopold_Weiss|m.02y0cz]] , [[Esaias_Reusner|m.0nhqtz0]] , Count Logy , [[Robert_de_Visée|m.01tz2gw]] , Jacques Bittner , Philipp Franz Lesage De Richee , Gleitsmann , Dufaut , Gallot , [[Denis_Gaultier|m.0h2z8]] , [[Ennemond_Gaultier|m.05c0s1l]] , and [[Roman_Turovsky-Savchuk|m.0gc6vw]] , a [[Passacaglia|m.0199v5]] for bandura by [[Julian_Kytasty|m.026406y]] , and for baroque guitar by [[Paulo_Galvão|m.03cczn6]] , [[Santiago_de_Murcia|m.01tzsgs]] , [[Francisco_Guerau|m.01w3x1p]] , [[Gaspar_Sanz|m.078970]] , and [[Marcello_Vitale|m.04cs_9d]] .	Y
Passacaglia	m.0199v5	4	[[Benjamin_Britten|m.0h6sv]] also employed the form in smaller vocal forms , such as the [[Serenade_for_Tenor,_Horn_and_Strings|m.02sw34]]  and The Holy Sonnets of John Donne  for voice and piano , as well as in purely instrumental compositions , notably in the second and third [[Cello_suites_(Britten)|m.0cj2pz]] , second and third string quartets , the [[Cello_Symphony_(Britten)|m.0g03fs]] , and the Nocturnal for guitar .	Y
Darter	m.0199p_	4	[[Predator|m.0fswb]] of [[Darter|m.0199p_]] are mainly large carnivorous birds , including passerines like the [[Australian_raven|m.01f0ft]]  and house crow  , and birds of prey such as marsh harriers  or [[Pallas's_fish_eagle|m.08zk8p]]  .	Y
Atypical_antipsychotic	m.0199xw	3	In bipolar disorder , [[Atypical_antipsychotic|m.0199xw]] are most commonly used to rapidly control mania and mixed episodes , often in conjunction with mood stabilizers  such as [[Lithium_(medication)|m.0d_wbd]] and [[Sodium_valproate|m.02_mhm]] .	Y
Business_rule	m.0198s_	6	[[Business_rule|m.0198s_]] can be expressed using modeling approaches such as [[Unified_Modeling_Language|m.07x3g]] , [[Z_notation|m.089pf]] , [[Business_Process_Execution_Language|m.01xc3f]] , [[Business_Process_Modeling_Notation|m.08kq3d]] , Decision Model and Notation or the [[Semantics_of_Business_Vocabulary_and_Business_Rules|m.03c47cg]]  .	Y
Stadium	m.019cfy	4	Even though enclosed , dome [[Stadium|m.019cfy]] are called [[Stadium|m.019cfy]] because they are large enough for , and designed for , what are generally considered to be outdoor sports such as athletics , [[American_football|m.0jm_]] , association football , [[Rugby_football|m.06bqd]] , and baseball .	Y
Stadium	m.019cfy	3	Poor [[Stadium|m.019cfy]] design has contributed to disasters , such as the [[Hillsborough_disaster|m.0g7tg]] and the [[Heysel_Stadium_disaster|m.0g7rq]] .	Y
Man_with_a_Movie_Camera	m.019c8l	7	This film is famous for the range of cinematic techniques [[Dziga_Vertov|m.02gmm]] invents , deploys or develops , such as [[Multiple_exposure|m.03ztnp]] , [[Time-lapse|m.05hlxm]] , slow motion , [[Freeze_frame_shot|m.0df1t1]] , jump cuts , [[Split_screen_(film)|m.06vh6]] , [[Dutch_angle|m.06dbcp]] , extreme close-ups , tracking shots , footage played backwards , stop motion and self-reflexive visuals  .	Y
Yellow_Magic_Orchestra	m.019bmw	7	Prior to the group 's formation , [[Ryuichi_Sakamoto|m.06k02]] had been [[Experimental_music|m.03ckfl9]] with [[Electronic_musical_instrument|m.02qjv]] at the [[Tokyo_National_University_of_Fine_Arts_and_Music|m.0558yl]] , which he entered in 1970 , including synthesizers such as the [[Buchla|m.053j_1]] , [[Moog_synthesizer|m.01pb1x]] , and [[ARP_Instruments,_Inc.|m.02dvrz]] .	Y
Yellow_Magic_Orchestra	m.019bmw	14	[[Yellow_Magic_Orchestra|m.019bmw]] are considered pioneers in the field of popular electronic music , and continue to be remixed or [[Sampling_(music)|m.0155s6]] by modern artists , including experimental artist [[Yamantaka_Eye|m.05b597]] , electronica group LFO  , [[Drum_and_bass|m.0283d]] band 4hero , electrolatino artist [[Uwe_Schmidt|m.01vhpy]] , [[Ambient_music|m.0fd3y]] [[House_music|m.03mb9]] pioneers The Orb and 808 State , electronic music groups Orbital  and The Human League , hip hop pioneer [[Afrika_Bambaataa|m.01w29_g]] , and mainstream pop musicians such as [[Michael_Jackson|m.09889g]] , [[Quincy_Jones|m.01wd9lv]] , [[Greg_Phillinganes|m.04f1sk]] , [[Eric_Clapton|m.02qwg]] , [[Mariah_Carey|m.04xrx]] , and [[Jennifer_Lopez|m.043zg]] .	Y
Doris_Miller	m.0198hp	6	In December 1942 and January 1943 , [[Doris_Miller|m.0198hp]] gave talks in [[Oakland,_California|m.0dc95]] , in his hometown of [[Waco,_Texas|m.0106dv]] , in [[Dallas,_Texas|m.0f2rq]] , and to the first graduating class of African-American sailors from [[Great_Lakes_Naval_Training_Station|m.0503sc]] , [[Chicago|m.01_d4]] .	Y
MSN	m.0198jf	5	[[Internet|m.03rlt]] Start served as the default home page for [[Internet_Explorer|m.03xw0]] and offered basic information such as news , weather , sports , stocks , entertainment reports , links to other websites on the [[Internet|m.03rlt]] , articles by [[Microsoft|m.04sv4]] staff members , and software updates for [[Windows_8|m.0gvswcc]] .	N
MSN	m.0198jf	3	The new website put [[MSN|m.0198jf]] in direct competition with sites such as [[Yahoo!|m.019rl6]] and [[Go_Network|m.09j_dy]] .	N
MSN	m.0198jf	2	The company also overhauled its online software and services due to increasing competition from rivals such as [[Yahoo!|m.019rl6]] and [[Google|m.045c7b]] .	N
MSN	m.0198jf	3	Some other services , such as [[MSN_Direct|m.027mmnd]] , remained a part of the [[MSN|m.0198jf]] family without transitioning to [[Windows_Live|m.08nvnv]] .	N
MSN	m.0198jf	3	The [[MSN|m.0198jf]] Health & Fitness app  allows users to track their intake of calories , look up nutritional information for hundreds of thousands of different foods , use a built-in [[GPS|m.0344_]] tracker , view step-by-step workouts and exercises with images and videos , check symptoms for various health conditions , and synchronize their health data to third-party devices such as activity trackers .	N
Elijah_McCoy	m.0199mw	2	In a home-based machine shop in [[Ypsilanti,_Michigan|m.08809]] [[Elijah_McCoy|m.0199mw]] also did more highly skilled work , such as developing improvements and inventions .	N
Chinook_Jargon	m.0198tr	4	The consonant r is rare though existent in [[Chinook_Jargon|m.0198tr]] , and [[English_language|m.02h40lc]] and [[French_language|m.064_8sq]] loan words , such as rice and merci , have changed in their adoption to the [[Jargon|m.0d5rw]] , to lice and mahsie , respectively .	N
Chinook_Jargon	m.0198tr	1	The [[Chinook_Jargon|m.0198tr]] naturally became the first language in multi-racial households , and also in multi-ethnic work environments such as canneries and lumberyards and ranches where it remained the language of the workplace well into the middle of the 20th Century .	N
Chinook_Jargon	m.0198tr	2	Place names throughout this region bear [[Jargon|m.0d5rw]] names  and words are preserved in various rural industries such as logging and fishing .	N
Modernity	m.019921	2	According to one of [[Marshall_Berman|m.08x1qj]] , modernity is periodized into three conventional phases  : In the second phase [[Marshall_Berman|m.08x1qj]] draws upon the growth of modern technologies such as the newspaper , telegraph and other forms of mass media .	N
Modernity	m.019921	3	Some authors , such as [[Jean-François_Lyotard|m.01k3dv]] and [[Jean_Baudrillard|m.01hmpq]] , believe that modernity ended in the mid - or late 20th century and thus have defined a period subsequent to modernity , namely [[Postmodernity|m.01by6m]]  .	N
Modernity	m.019921	5	[[Critical_theory|m.023w0]] such as [[Theodor_Adorno|m.07h1q]] and [[Zygmunt_Bauman|m.0313tv]] propose that modernity or industrialization represents a departure from the central tenets of the [[Enlightenment_in_Western_secular_tradition|m.080h4w7]] and towards nefarious processes of social alienation , such as commodity fetishism and the [[Holocaust|m.03hzt]]  .	N
Scaly_thrush	m.0199jl	1	Some of these subspecies are very similar and the identity of some populations , such as those on [[Taiwan|m.06f32]] , is uncertain .	N
War_Measures_Act	m.0199mh	3	Critics , such as [[Laurier_LaPierre|m.07k2pl]] , accused Prime Minister [[Pierre_Trudeau|m.063vn]] 's move to suspend habeas corpus as more of a reaction to the [[Quebec_sovereignty_movement|m.01vb3v]] by criminalizing it .	N
Antihero	m.0198nq	2	An [[Antihero|m.0198nq]] or [[Antihero|m.0198nq]] is a protagonist who lacks conventional heroic qualities such as idealism , courage , and morality .	N
Antihero	m.0198nq	2	The concept has also been identified in classical [[Greek_drama|m.02lx_v]] , Roman satire , and Renaissance literature such as [[Don_Quixote|m.0297f]] and the picaresque rogue .	N
Antihero	m.0198nq	3	The term [[Antihero|m.0198nq]] was first used as early as 1714 , emerging in works such as [[Rameau's_Nephew|m.02qv35h]] in the 18th century , and is also used more broadly to cover [[Byronic_hero|m.02kd04]] as well .	N
Antihero	m.0198nq	3	Literary [[Romanticism|m.06hsk]] in the 19th century helped popularize new forms of the [[Antihero|m.0198nq]] , such as the [[Gothic_double|m.0bh_99]] .	N
Antihero	m.0198nq	4	The American [[Antihero|m.0198nq]] of the 1950s and 1960s  was typically more proactive than his French counterpart ; with characters such as [[Jack_Kerouac|m.041mt]] 's Dean Moriarty famously taking to the road to vanquish his ennui .	N
Isostasy	m.019992	1	Although originally defined in terms of continental crust and mantle , it has subsequently been interpreted in terms of lithosphere and asthenosphere , particularly with respect to oceanic island volcanoes such as the [[Hawaiian_Islands|m.014wxc]] .	N
Isostasy	m.019992	1	This hypothesis was suggested to explain how large topographic loads such as seamounts  could be compensated by regional rather than local displacement of the lithosphere .	N
Isostasy	m.019992	2	Conversely , isostatic post-glacial rebound is observed in areas once covered by ice sheets that have now melted , such as around the [[Baltic_Sea|m.01522]] and [[Hudson_Bay|m.0g095]] .	N
Isostasy	m.019992	1	such as the [[Himalayas|m.09glw]] .	N
Typical_antipsychotic	m.0199x4	1	However , Risperidone tends to have a higher incidence of extrapyramidal effects when compared to the tricyclic and [[Tetracyclic_antidepressant|m.01pzlq]] atypical antipsychotics , such as quetiapine , clozapine , olanzapine , etc. .	N
Bernard_Lewis	m.0198h7	6	In other works [[Bernard_Lewis|m.0198h7]] argued Arab rage against [[Israel|m.03spz]] was disproportionate to other tragedies or injustices in the Muslim world , such as the [[Soviet_invasion_of_Afghanistan|m.0ksfl]] and control of Muslim-majority land in Central Asia , the bloody and destructive fighting during the [[Hama_massacre|m.02kmlc]]  , the [[Algerian_civil_war|m.0583rl]]  , and the [[Iran–Iraq_War|m.03vc6]]  .	N
Ruth_Bader_Ginsburg	m.0199pk	3	As the chief litigator for the Women 's Rights Project , [[Ruth_Bader_Ginsburg|m.0199pk]] briefed and argued several landmark cases in front of the Supreme Court , such as [[Reed_v._Reed|m.05km0j]] , 404 U.S. 71  , wherein the Court extended the protections of the [[Equal_Protection_Clause|m.03srcg]] to women for the first time .	N
Ruth_Bader_Ginsburg	m.0199pk	2	In those hearings , [[Ruth_Bader_Ginsburg|m.0199pk]] did not answer questions involving matters such as Abortion in the United States , LGBT rights in the United States , [[Separation_of_church_and_state_in_the_United_States|m.02ts49]] , and disability rights .	N
Pontiff	m.0198v2	1	the insignia of his order that a bishop uses when celebrating [[Pontifical_Mass|m.026tbn]] , not papal insignia , such as the papal tiara .	N
Standard_data_model	m.0198wn	1	The most complex data models known are in military use , and consortia such as [[NATO|m.059dn]] tend to require strict standards of their members ' equipment and supply databases .	N
Awdal	m.019902	1	The zone is characterized by topographical features such as deep [[Canyon|m.0kh8w]] , valleys , and dry water courses , with and without springs , that all end up into coastal zone .	N
